X_07j6EI4gu:     3528     
gkJwrLkrU8m:     not_a_number     5
nP4aS6bUI3T:     1033     true
w0hv67:     not_a_number     5
I6IxpdSMTi41V1c:     999999     false
nhWyk035BcHmhfB9E:     1897     false
vUXLP01KbU07:     -2721     true
I:     -407     5
f:     646     
DRyi:     999999     true
AOoJzbk8vMBU2Xsz:     999999     
Z5oN:     -1347     
ifDwXLAInjCwUjnyrjd:     999999     
maNDiKsGg_0c8:     391     random_value
iiBZuH4s:     -4054     true
yi6:     999999     false
CSCNDH:     -5644.197175395944     true
ysB8yJDKAt4O0o:     -3347     random_value
tEc:     not_a_number     false
dLO:     999999     random_value
ZU4HpE4CWwH3:     -1533     false
xozUV64:     not_a_number     5
Tp36Nl9CRn_OePv_fT:     not_a_number     random_value
weHwBEBJ0PCA:     999999     5
o7KrXXSP:     -541     true
vT2Dn:     not_a_number     true
EZlwYvA4bpFZY6Vna_L:     not_a_number     false
y9:     -1469     random_value
cZ67F0eklTB:     -3752     
C1UJAht:     999999     random_value
w6T3_CJvVkL47OK92:     -1618     random_value
Jv9h7s7F_M5ZB:     648     
J6y8WtYv_gL4o:     999999     
YKo3:     -5236.15264462973     false
v65:     9990.429223504449     
HAWEGKGiSpn:     1966     false
o_:     -3493     
IvyQiCNG2:     not_a_number     false
pfGBLiYMGywlniv:     392     
gsqMhODr:     2066.662299831698     random_value
BwiV52Wqo:     999999     false
x:     604     random_value
a37xwQdXbusUTZqz:     -455     random_value
VO3VZXQsTJAuoouNkNh:     -4248     
wTaGFBs:     3552     
x4WFlMhwkDPp_vo1P11R:     154     random_value
e0t14wyW3G56Vsq3Kuig:     -3641     false
nyBKGF:     1388     random_value
BAV30eu9mcdoEe:     -4396     5
hrni:     4198.890996621945     true
ZrfQVYAdXVRPgl:     not_a_number     
M2lJdL6OxSzwfa3Tb2:     -2701     random_value
eBg_Q:     3080     5
sEWZ:     -739     random_value
yIpNYqNQ1hOaiX:     1195     random_value
Pbk5Ud8LiJq:     9216.219505112535     true
d2fNRleHviNr4dhFZAV:     143     5
besejiOHahxfKs:     not_a_number     false
eXeXRTywhGwX8bqVb:     1000     
IvFrcASXjWE:     -3597     random_value
Udsfut9:     -4624     5
PHzQkqF:     -3058     5
OE:     -2912.0259722774035     
CIKpr6O50Lz5HD4ain3:     not_a_number     
FYzRxbU:     2696     true
JRqXPr:     -1854.0598837323505     true
RjSsU6GmBXojo:     995     true
YFZ7:     not_a_number     random_value
CBJOnj4IHGFzAxhT9:     not_a_number     random_value
uR1RcTLwo3WeTh:     -401     5
R3Rsdz:     999999     random_value
kw55srQcE5i:     -8322.16893966652     random_value
W5WGf_ebvq150yQ:     999999     
AT3Y9QyinpX45Fzni:     2971.3621275288206     false
Z:     3871     5
BZNOBny:     999999     true
AP9q1Ywa_a3Pbb8W:     -3985     
QTRwDpVoG3WDDWN:     -2960.604697495557     true
S:     999999     false
g6xPzsBXuXhDM:     not_a_number     5
dxhZd51rewleNRuoYUt:     -3507     5
pAfgy:     not_a_number     5
AuoewEsBK22K3F:     not_a_number     random_value
ReGCdH6pBtzvZ99BBpU:     4041     5
REDqaSm:     -6277.296878770954     5
mewt9:     -5097.416198517444     true
yzpQ:     not_a_number     random_value
Iyb4gI1jdKxmz1:     -1412     true
GexlUjV:     not_a_number     false
hnWnJ5d:     not_a_number     5
ADVx_Y7CbNIlWK:     1651     random_value
i7YWmAZpTC:     4275     
YXH4:     -2604     false
R:     5495.919935061833     true
dwwanCx:     4260     
odj1M6N:     499     
xr:     -8740.445949801655     true
awh:     -2000     5
kycSfc0bO5YCcnYok8d:     1877     5
bRNTP1tVhFU2xQtFl:     1993     
aA8d0xOEwN:     9875.58826914477     random_value
j:     -4642     
W:     1745     5
z7RsLP:     -3737     5
vUg8s:     4568     false
PrPLvRC0Q1:     -1951     true
ar:     -4778     random_value
krh:     not_a_number     5
bg5hb:     -707     random_value
TZIBBfFtO:     2163     5
ZfIap3Rbe1wk03p:     -1066     
P:     999999     5
stJbvkZU5WYT:     not_a_number     false
gE2mg:     not_a_number     
F1eBp:     -9626.559039780084     random_value
eO:     -2766     5
N0dkrm_k7V2018V:     752.8730151663294     true
G48V7GVeg0SV:     2916     random_value
VIGBdI_:     999999     5
EooGJ2:     not_a_number     
DT8ClvF_O6Fq:     not_a_number     random_value
f1Foq5My68bfTp:     99     
Tru8laM6kjT519h:     not_a_number     random_value
H:     not_a_number     random_value
YVaCyq1u2MEvDxNZ4jI:     -4065     5
Yv8D7ibqxyoxblMcBT3C:     -4140     false
D:     -4340     random_value
L:     -3866     random_value
gk0D:     -1721     true
UH1YyL6EkDu:     -1269     
HJiU4lfuQdoLeks:     -1289     false
DrRhfs:     1258.9442416812635     
qYx0K4Q:     -4232     true
kc49BM:     740     random_value
I5C6cjfsVjYPTsVH4:     999999     true
F:     not_a_number     random_value
LHkC18AGeg:     5532.802604356237     false
IXmDKjzH2:     1701     
Uoez69HspWK9eJP2:     999999     5
s:     999999     false
TMh3Ppmr4n9HnSfX8LHT:     -3473     random_value
ccsPRLJ46HR:     1312     random_value
OHCp10NCi3Ptx8ocVT1:     1694     
yrr10yIJ8:     999999     random_value
I77coz2L5T0M:     not_a_number     true
azXDF7y1aMSb1x:     -3454.484120884478     
iZfvOQG4jnHD:     6302.30560152665     5
EAYdce:     2520     false
h:     4254     false
Fjbu5:     -54.01142657259334     true
UqQM4zdlOzJBOunA:     -4176     true
ROHw:     -4336     true
kTufMsv:     1171     false
KEZbNXp5TozUzvEP:     1444     random_value
mO_ff5aVeNXswd3lUI_M:     837     5
D_Aqf:     999999     5
auUOchdbBgCgM9OA1j5:     2688     true
neUcMhw:     701     
EKWOsnT1:     not_a_number     5
d4pQ_m1CrgxxYO:     -4033     random_value
MV:     1561     
fxMSrdOcvbEIRjc:     809     
SKYODKWz4hNJ86rSph:     2563     
l:     2152     
ODf:     -2490     false
LQNvo554:     not_a_number     5
svrbx:     -4371     
P6Z3DVUgL:     1994     true
OrSSYcTU95LKUZ:     -4085.4413743358964     5
Q23N7Xkq0:     -2169     random_value
efJXSr:     999999     random_value
owoDWJAhK_WBCbv:     -2907     false
RwtztZZ:     999999     false
S5:     not_a_number     5
YBmvysk8:     999999     true
bQd8gHri:     -2116     true
JboPrhlSo547W:     not_a_number     true
qNQCXYyn:     -2332     random_value
CsiXpyd:     -4880.140692187591     false
xFcMhxmO1UMxnX1X1ZK:     not_a_number     false
Ukpwov7p1D:     999999     true
DaHN0a7bzcq9:     999999     5
WlVwEQv4JvgIceGlzkX:     15.66206824496112     true
ZmRuRuSL2KMcomMklJ:     6965.88785322132     true
VFkQKQmTaHj:     3476     true
UaGDwTZeKKE:     -1913     true
HnmFuv7I4:     not_a_number     
KrDpacCc9Y2:     5337.876174081388     false
m:     4241     
mc069Nn:     -5287.86494240959     random_value
aZ8af1k0tz5:     999999     random_value
Z9oOMS:     3385     
tdbShhOe8dXTDLx:     -2442     
JUYOJrRyyUsvrRQw4B8:     -2690     true
zPV5Cua8YRutn3iNL:     not_a_number     random_value
DkGzhyd2r6j_kPU2j:     999999     true
PI5vYCgwRS1vfQHB:     not_a_number     true
jNMhomXgKDgRZ:     999999     
btPGDclNJR:     999999     random_value
o5jvbEwe23:     122     
BdsQ_QQQPrZd4vF:     1073     true
YiroQbR:     999999     random_value
kBQovsy6Zh7bZTP:     not_a_number     true
C7J:     999999     
yZ7puD:     not_a_number     false
a5n3vD:     -361.8152957203729     true
ucsbsLb6uPADB:     2149     false
vAv:     999999     random_value
bYj3yUVZU5ZMFxG:     not_a_number     true
PUwwlxe30vZQ0fENYT:     1600     random_value
JXqyBexIdO9uSs_:     not_a_number     true
SipPh:     -913     false
t2qf4R3jqOQwK:     -4316.509592652585     true
Ye_3KDTyQtue:     3830     random_value
AP:     -3381     random_value
p9ZVjq:     999999     true
bapY3k3_RlzNvwVl1A:     not_a_number     true
G9_5:     4577     false
c14_IcoS0R2X6:     4638     true
ory8wgcMBauxLg:     -1575     random_value
zListIlCF5BK:     999999     true
S6i:     999999     true
EJeF2bBHpbyv09mME:     -4937     
TszXXOqtg:     -4771     false
cmSu1SuZL:     -365     true
v4mGrafG2y4pfQmJj2lQ:     -4518.228452985642     random_value
eHNgArsD3:     3243.4049647830125     
iiaKKej_dXfuIrIm6:     2040.731784275209     true
zsPpJW:     -2928     true
ULtuQcbZnT9tYr:     -3966     
eDwJ53dqlFzW:     4833     5
FIXdDfO0bpN:     4196     random_value
zCnxxclHP:     not_a_number     5
MJXFjy6baHv1:     956     
s5Bs:     not_a_number     random_value
BCs3_atIHqRimPjT:     556     
oMpqPkYiisiN:     2488     true
F9bL3EgJ8C:     -2207     5
up1OUWMwgrm59f:     1313.945977364985     random_value
OOsDp79M:     999999     random_value
ChP1yapJmFA47wP:     -2116     random_value
nrBoX0qSW:     not_a_number     5
FU1VZLVmNk0dMsERJAK:     -1369     false
l2E:     2603     true
GsnLzfo5Az8:     -657     5
zXhU2Ci0pOzDDp7zx:     2865.0153912937167     true
VxJYoasOVHSOBT:     4821     random_value
j6n5Kf6lbZI5pje:     -1356     
nUPJpVqhwiuSg:     4569     true
jLb1pbl7HB:     -2735     random_value
PVrWwGr8oKiddYQT:     -76.8206675971669     
nWNR55HA:     -3613     5
NxwPlRfXBZ9qtXTjBrS:     -1120     random_value
sjizfJXmQUB_b9iHE0b:     -40     
mU9kSueA6O3aXaTqZX:     999999     5
GrTSQ971ynd:     not_a_number     5
pXtCD:     999999     true
Jn:     -27     true
utM:     not_a_number     5
lYpVj14o:     not_a_number     5
yAo7D:     -1167     5
LyaB_dXyhtu:     -2959     5
zTU39Zv7RuDmKZCPim:     3778     random_value
SDI9PwC2tzrz9_Pp:     -1239.9780662374014     true
GZO3V1BH6:     1551     
ocvE40bjhWx:     999999     
pc8Q_dgyAHcMHRwybKe:     1365     
y4qwXJ:     886     true
VAzFcH_VXl36Yz:     -2635     random_value
Zi:     999999     false
RRs81OdVTnVcvg_Cp:     not_a_number     random_value
XV_ay0BfuH5fn:     3915     true
czLYecZkUnvLV5A:     -1005     random_value
ms9:     not_a_number     5
Z_8WUjcZ7GFQacnG1p4:     -2388     5
DImdy:     2332     false
c0tlGIRMRMK0GAZeL:     -4815     random_value
fzpMk7:     752     random_value
VFsFG7JKiBm:     999999     false
A:     999999     random_value
RmBM9FYK0zz:     -467     
teh9gCorq:     -2497     
u4I0:     4852     
wILnCv57LxjE8dq5z:     not_a_number     
okYWKC:     -241     false
HudUFMgN:     3727     random_value
vn_:     -4760     false
K2zurZQ:     3799     false
Rhpc:     -6840.903225721888     false
Z8ywequJe_:     999999     true
FGZDFCgwXutAUGb:     999999     false
YO0Yg9:     -4955     5
sRkFn7k1ZH8xEV5KYXPi:     -2014     random_value
NwhxofC8:     -147     random_value
d48grwXABET:     -1256     false
G_kJOFVwgFTrxHORC:     4963     
c5WEYEjkxoHTl:     999999     random_value
iL2bL:     not_a_number     
K4:     2561     false
NJ5Njn586H:     4373.587629799829     random_value
GS5mAtqkH2q:     -2650     random_value
gSGHd:     -926.8779492118902     false
aL_KeoGH:     not_a_number     
ZHo4z99dJRSYl_PjN:     -2594     true
PzKeUNrZlUiaM:     -2959     false
JDJdfzZhPdT7wgV:     not_a_number     false
d:     -4513     random_value
L:     -73     random_value
LOlHyzhrVUOF8qDOQsi:     4833     true
ov9:     not_a_number     random_value
kNzD1jryC:     -2033     5
n2Eg:     999999     false
tym2sHndV6aB0:     999999     
QEDtNnlcQ6Y4dllViQh:     999999     false
XpkBsIW_Xi8SXnrzBY:     999999     random_value
oiXHSqfjvwu4:     -4699     true
exSsRZ87PYMcbFMAbvdU:     788     
NbKWk0s_YWNRcD:     -1981     false
HAYDR8zwIyG4jb:     -7249.461288362347     true
PSLatkP30duJv1:     999999     5
Rnk4kcnTz:     -1514     false
TkVz7hge:     2255     random_value
HVr:     2164     random_value
Cvbnu:     -3759.9829696992356     random_value
C6EkYlLr2tAhQ9rN5M:     -2483     random_value
UfnfklHD0V:     3188     
odO:     -2011     
OvdSeDBnRZvqQ:     999999     random_value
mFHJChgDGR3RMeGl:     7960.717414033854     true
dWs_GnmLLLzo1:     689     random_value
oSgYk6G:     -1217     random_value
ROV8cZ:     999999     5
TUdeMcZ:     999999     random_value
wnEOqwocAjm66J:     -2442     true
QMkAdQt:     4707.44922410481     
nSP7MRuGi1TP:     -2289.83513014198     false
iZdTsNmIuNmsT493:     999999     
AvwSBkcc4r7VFtECJ6rC:     9094.871494517774     true
zEQrbDnXYQwAgzdHsd:     2397.838791449529     5
NUNB9J3gDE:     4270     random_value
qp3f:     not_a_number     false
pmotq8IOzuII:     not_a_number     false
UdT1T01JSSaNs:     -5511.240099834614     true
AJMcQBgnvGJ:     -8321.620387496634     random_value
W9GPSHNHo3NqTiVs:     999999     5
ixUuZ04092SU6e7p9f:     999999     5
i9w5oPbm1:     -2771     5
rxHJzlCXFwwA4jw2Vl8:     -426     
UYVhJ2dlEtn:     -2568     false
GkQipBDzuS0jug:     999999     true
SmCPZuxMnOKvLmRnDJ:     not_a_number     
KONMqa:     -5057.633150750713     random_value
dgQJX_GELHrw1ryI0YdW:     3057.5220122533046     false
lxDP_lJb:     -2492     
AM8:     999999     true
PTpB6sT:     993     
tqlNBbjrWRdsxdzrx6W:     -4897     
TLC5_zaus:     not_a_number     random_value
uK3xlynKv7d6fXoy:     not_a_number     false
EXaxgO1VzgSOVgQz3O:     -3011     
oy0T:     -2197     false
Fd:     999999     
k:     -1427.7338687983083     5
lBdTlDlOgU4:     -2896     
Udpew:     8409.072868500592     
tMbdjkh:     -4097     true
OFuoiRTLJ91Gz8ozl:     -4756     false
ZmnwsDmonlPOBiEX1q:     691     5
e9tmoFUHGeqx:     999999     true
r0L52oaD:     3914     random_value
yUkK7m:     999999     
yXb:     999999     random_value
WrChLxRbo4_CkXk:     -4085     random_value
g7HgpNEKON0eRFe7L:     9850.346866190357     random_value
nn6fyKBJfbGM2X:     999999     random_value
oVVu:     not_a_number     false
XMK6iqHo:     not_a_number     true
hKQ6IVxBZwg7qMO:     -4860     
TSqE2A38cVpnBR4T8s:     not_a_number     random_value
ow2N8hB9yhtWtRx:     3867     true
bH:     not_a_number     5
PSUT4LHcfMKHzzykLR:     999999     5
lG5SH3kl:     -9830.72248463108     false
TA00fs1lgMS:     -3070     random_value
L6HPNi9pYK2PymPLt338:     not_a_number     true
T0xuQ7DD2dooNZ7:     2075     random_value
e:     -3488     5
uqlRxolo9nJgp6xGMtN:     -2077     false
YpoDNwk:     not_a_number     true
t:     332     true
P:     999999     
gqANLxaUjMghWzxk7:     -433     
PV0HPpHq8R6q:     not_a_number     5
oiiYQwPWfqHy:     -2512.306878940627     random_value
rP0:     not_a_number     
kM8_zH2wO0gNd:     999999     
xXzeYUVVlp3qaVi:     3226     
xeTumMThmXRbdRBkGlja:     999999     5
rH:     -760.5626581716715     false
Hna810X8uT8S4W:     999999     
RT18kf:     not_a_number     true
AFNwGeDqG:     999999     5
F92n0ifPq1OOtNO1G_lt:     -9592.415784558765     
ib:     999999     random_value
uWV1:     not_a_number     false
S5QDFdN8v:     -3579     random_value
J5t6HQXyev:     -2871     5
GyfmBfOlR:     not_a_number     5
CMbQMFnOk2OoZgg8:     -1130     5
F41BpT3_EQXFv2WY:     -3585     random_value
gso7fE2O:     4138.833545315963     false
QJ:     not_a_number     
GkVJ3zHR:     999999     false
SpR0itcpfGBIIvZe:     6501.816182909442     
Pm:     999999     random_value
M5D6uGEvTE:     2576     5
YpyNUQqLeft5:     -1175     false
RX5D6SR8gRrMcbTUPN8:     999999     5
mB7K3flZljxUwAlFd:     9609.649024163034     random_value
Hl5aG_tO6:     -1215     true
WeC:     3006     
ZYe:     not_a_number     true
qVzDPED6sIZhdZ_ZXv:     1063     random_value
sSmFH8PUDcSv9PmK2:     7120.553006136062     
d_T968aM3b7x38D7WC9:     4782.466311618869     true
CXXkqpJnzteF:     999999     true
EaiK:     -984     
m:     6294.785224406014     false
I7hS7z6vspVtCFiIL7:     7869.568400708107     true
MLGfcio23:     not_a_number     true
P:     3452     random_value
I9:     2454     
u3FQ:     3283     true
eFv7kI1vpc9Mtt8:     1485     random_value
v5J7ya2kuGgxx0x7:     1682     5
ije1z1DWc:     -2383     false
A:     2750     5
EZKtOQllELl4yBPZboRC:     3688     
Z:     not_a_number     true
PZV_PskUNAux:     5689.2893242224345     random_value
G:     -2601     true
OIkM:     -3903     false
cye:     not_a_number     true
iU5vkTJ0bn8d_:     4358     random_value
ETmF:     2150.035615981469     random_value
qetASoSz:     -1032     true
Xx:     not_a_number     
sDMqQh0Ij6cUO:     -4923     random_value
sRaePn0W7vBR0RB4sQ:     -2032     random_value
IxNnz3BUzTXhg:     -4934     random_value
aaUI80I1xiXGeYma:     159.58448575381954     random_value
kF4gaL8nEeW:     2517     false
auxH609C1x27n7zxt:     -9170.91714667659     5
hslYAFR2rcn:     999999     
qN2BzTK7Ms:     -2975     random_value
u7VhBIZk81S6YrdxU46U:     not_a_number     true
PMXyBM:     999999     
qOppw:     not_a_number     false
X_v:     -3162     false
ttDA0:     -4064     
ux:     3617     5
vkYoCOOJGy1tcso:     3949     random_value
cHP:     -3964     5
Uqw4tgMwcf23zCt9:     not_a_number     5
a33NTV:     not_a_number     random_value
BFJG:     999999     random_value
rOBs8dk67liE:     999999     5
NLgrzt_BhZW4in:     4078     5
DH:     -4510     true
ifPiCC97XoP:     2922.06491121219     
mkmZ51WEdE:     -2765.375804789276     false
YVhiUsEQ7zjTDFn:     4935     false
slYdJNJSqE1poI2Z:     -4955.717129266215     false
h_ypipZSAh:     191.5157092129084     false
j8m162kVposHrmwA78L:     3876     true
lwFjr:     999999     
gYYjfSfJqvI:     999999     
G6i1Eb5HA:     -280     true
jReYrU09pasz:     not_a_number     random_value
tC:     -3040     5
IqYm0RkgNHsHwKgHm9y:     3034     
imYnSOXPi:     2544     random_value
jxIw16Ctvqwehp:     not_a_number     random_value
m:     999999     true
APEizFA7qFuwNFf5tb:     -7129.219399317248     random_value
UmY8Hjs25hneB4LE:     not_a_number     false
TvnnVdeVRcSrYp:     -1030     random_value
m038XBt_S:     -17     5
u8NBw9M3BwuzPU:     2177     5
NEYzDVJtGGwKKVBMo:     -1361     
UDyLFKEu0xQmdYB:     -8395.13701472752     5
H6E4yX98y8C:     -3369     random_value
Ck1p:     -838     
Ttz:     -2171     5
iNU1YWwJcyWi6VGepmDR:     -7506.058767170818     
GqNyVTNzMbVMIb_tO:     999999     
dfKzKAXqGFR9yZ:     -7259.58135544484     false
z:     3590     5
B9iQll5j:     -524     true
EknBOn11FWQe:     -501     5
ND63hiE9Rcpti:     -1873     5
YV_Z:     -6452.169354228685     5
klKGJJuD:     394.1128960899114     true
zepahN:     4043     true
Xsja7BIae4MKM:     not_a_number     false
Suza:     -9843.631088704144     false
HTZfbwpJibdttWZPxzOc:     4382.3773912898     random_value
DFLorK5Sy:     not_a_number     
bZk4VE7k3Vk:     2494     true
eUu7RS2:     not_a_number     random_value
OodcVcKL:     4985     false
J2I4t9t3:     -4737     
TYiw:     -3256.666913023747     false
ICiLvXcfdCUibB78:     3273     true
b6sbgnJN9:     not_a_number     false
Xlzm4AU_D7p9hkEGqE:     -4917     5
bIE_Xg:     -3134     5
OqbzU3MN:     -4964     
miWlCCfYCkRHxR5NJ:     not_a_number     true
n0Zj:     1605     random_value
jq2xvzHhvMCG2Dnoxb:     2586     true
l1z5TO6SJfloQiBBPZ:     670     false
EVpurREOYPhOan:     999999     false
yFx4tON:     8197.308768800467     
ziPdBWU8mTifQJ:     not_a_number     5
yyWGM667n8r:     -488     5
WSbGnlurAZlqEwJQQe6:     5327.908094538829     5
sJGJmX6XnNlQztkod:     2177     true
IEh21J3vjRLVnjlf:     2123     5
LV7eOxh:     not_a_number     5
H:     -3977     false
tCPHAKqeA8:     -597     random_value
nyGjS5qc:     not_a_number     5
OfidDjJpfeihezv:     -5747.499789948704     random_value
r_VcKlz78:     -713     
HKdO:     1848     true
zECfTSuQMS2K2MTu:     999999     5
y:     -1993     true
dlg:     2940     true
fApppKxdgzd:     999999     random_value
blv:     3406     
Sx1fAaMi9hig7G:     not_a_number     random_value
VG:     272     random_value
Lee2yxUTSrwEtQM:     251     
Mj9LR8Mvif:     1110     
zRPfKleLj6e:     -8086.966832042317     true
WF3C_RsZtd2Vx:     not_a_number     false
hiYvDgS84KxdpRDEnY:     -7136.4217954953     false
R1itKK2ymntI_:     not_a_number     5
JvlZPS59KP7hTUW:     3251     
mLgSCqj_Tr5tzIpN:     not_a_number     random_value
AFlXInwofdVp7JsX:     4920     
j:     404     random_value
e36Fd:     -3494     true
ozpJCMfrfLNYE:     1069     
z3k:     not_a_number     random_value
f:     994     5
SSnPh3KIgBGn:     not_a_number     random_value
oRPwzuxbDegekOMm:     553     true
pznQNSSjch6AE48lGthA:     -222     5
yRUNkDXF_Pe8sfnrR:     999999     5
VUKUV:     -2851     true
i:     not_a_number     
VBJhCl9xWHj:     -1377     random_value
CmJ:     4719     false
uR9f8G0x_tXC_it5e:     968.6629212137104     true
h9wj8SUdPI6BASm9A:     -3024     true
ZzI_lJS0rHvTiDx1:     -1139     false
v6Z68:     1880     5
J7r5zvsUlzQ:     not_a_number     
JgDQBIUTBdVNFCE:     -1088     false
SW3dAkjMBOOOm:     -8821.27083672504     false
tWVdo74:     999999     false
AFxK_SRcYVz:     -589     
xDiJOOmAum7:     -1123     
NSdl:     610     random_value
jtLNWVZQNre7c:     999999     random_value
xpXRc041:     -3965     random_value
jmUao:     2668     true
w3f_wYrLHY9j7T:     190     
DH5uVu4_USwRSGx:     -433     false
BlNRv9YUxnt_p:     -4906     
YM0nCOr9a:     -4105     false
